codigo,nombre,link,contenidos_minimos,objetivos_aprendizaje,contenidos_titulo,contenidos_descripcion,actividades_descripcion
72.22,Sistemas Tolerantes a Fallas,,,,,,
72.23,Diseño y Construcción de Compiladores,,,,,,
72.25,Simulación de Sistemas,https://drive.google.com/file/d/1wglZ-MLgh6vBeYxgUzxQRjPtrt-EcwKV/view?usp=drivesdk,Teoría General de Sistemas. Modelos discretos y continuos. Modelos determinísticos y probabilísticos. Determinación de datos de entrada al modelo. Análisis de resultados. Taller de aplicaciones con herramientas de simulación.,"Incorporar y diferenciar los siguientes conceptos relacionados: Sistema -> Modelo Matematico -> Modelo Computacional -> Simulación.

Utilizar herramientas de procesamiento estadístico como datos de entrada y estudio de resultados de simulaciones.

Diseñar experimentos de simulación e interpretar los resultados obtenidos.

Realizar presentaciones orales e informes técnicos de calidad profesional.",1) Sistemas y Modelos|||2) Sistemas Físicos	|||3) Autómatas Celulares|||4) Simulaciones de partículas dirigidas por eventos (Event Driven MD)|||5) Simulaciones de partículas dirigidas por el paso temporal (Time-Step Driven MD)	|||6) Simulación de Sistemas de Medios Granulares	|||7) Simulación de Multitudes,"Teoría General de Sistemas. Sistemas en tiempo continuo. Sistemas en tiempo discreto. Sistemas de eventos discretos. Estado de un sistema. Modelos discretos y continuos. Modelos determinísticos y probabilísticos. Propósito de la simulación.|||Introducción a los sistemas de muchas partículas. Definición de materia activa. Ejemplos. Métodos y Enfoques de Simulación. Herramientas estadísticas para análisis y presentación de resultados.|||Autómatas 1-D, 2-D y 3-D.
Sobre grilla fija: Juego de la vida, Fluidos - Lattice Boltzman. 
Sin grilla espacial: Bandadas de Visecks.
|||Dinámica molecular dirigida por eventos. Esferas rígidas. Operador de Colisión. Sistemas con y sin fuerza gravitatoria. Simulación de Gas Ideal y Movimiento Browniano.
|||Dinámica Molecular. Métodos Numéricos de Integración: Euler, Verlet, Corrector Predictor. Gas de Lennard- Jones.
Sistemas planetarios.
|||Medios Granulares Densos Gravitatorios 2D. Partículas cilíndricas. Partículas de formas arbitrarias: Esferopolígonos.
|||Social Force Model. Contractile Particle Model. Modelado del comportamiento de humanos y animales. Egreso de agentes biológicos a través de una puerta angosta. Navegación de Peatones Virtuales.","Para cada uno de los contenidos de la materia desde el (2) hasta el (7) se deberá realizar una actividad que comprende. Implementar un sistema característico brindado dado por la cátedra. Realizar simulaciones. Analizar los resultados. Entregar código, presentación e informe. Presentar oralmente los resultados.
Las actividades se desarrollaran en las horas de laboratorio y trabajos prácticos y cuentan con la constante supervision de los docentes."
72.27,Sistemas de Inteligencia Artificial,https://drive.google.com/file/d/18BcFELIWa7Fce8whdPPDD3BfNW_mUSuY/view?usp=drivesdk,Enfoque simbólico de la Inteligencia Artificial.  Resolución de problemas. Problemas específicos de IA. Sistemas basados en reglas. Búsqueda heurística. Sistemas Expertos. Características del Paradigma Lógico. Enfoque no simbólico de la Inteligencia Artificial. Redes neuronales. Aprendizaje supervisado y no supervisado. Algoritmos Genéticos,"• Familiarizarse con los conceptos de inteligencia artificial.
	• Analizar e implementar algoritmos de búsqueda, evolutivos y de redes neuronales supervisadas y no supervisadas.
	• Comparar técnicas simbólicas y numéricas para el tratamiento de problemas basados en datos.
	• Analizar Redes Profundas como CNN, GANs y Transformers.


Que adquieran conocimientos y sepan implementar técnicas de redes neuronales y de optimización para resolver problemas reales.
Que comprendan la contextualidad de esta tecnología.
Que manejen conceptos de redes neuronales profundas para el desarrollo profesional.","Unidad 1: Introducción a la Inteligencia Artificial
|||Unidad 2: Métodos de Búsqueda
|||Unidad 3: Algoritmos evolutivos
|||Unidad 4: Perceptron Simple
|||Unidad 5: Redes Multicapa
|||Unidad 6: Aprendizaje No Supervisado
|||Unidad 7: Deep Learning
|||Unidad 8: Ensayo","Diferentes enfoques. Fundamentos. Historia. Estado del Arte. Últimos avances. Agentes Inteligentes Estructura. Ambientes.
|||Búsqueda el major primero.  Funciones heurísticas. Algoritmo A*. Algoritmos de mejoramiento iterative.  Hill Climbing, Simulated Annealing.  Juegos, Teoría de Juegos.
|||Algoritmos genéticos. Reproducción.  Crossover. Mutación. Generaciones.  Población. Métricas de fitness. 
|||Unidades Escalón.  Unidades Lineales.  Unidades estocásticas.  Capacidad de los perceptrones simples.  Gradiente descendente.
|||Backpropagation. Teorema de representación Universal.  Ejemplos y aplicaciones. Performance de las redes multicapa.
|||Unidad lineal.  Análisis de componentes principales.  Aprendizaje competitivo simple.  Mapeo competitivo simple.  Modelo de Kohonen. 
|||Introducción a DL.  Problema Fundamental de Deep Learning.  Historia de los desafíos de IA.  Aprendizaje de la Representación.  GPU. Autoencoders, CNN, GAN, Transfomers. 
|||Trabajo sobre papers y artículos públicos para la elaboración de un ensayo y un posterior debate, con aplicaciones practices de los métodos estudiados en la vida real.","Métodos de búsqueda.  Se implementa un motor de búsqueda de soluciones como resolutor de problemas aplicado a problemas de juegos.
|||Motor de algoritmos genéticos con el cuál se resuelven problemas de optimización global asociados a juegos de rol.|||Se implementa un modelo de red neuronal artificial multicapa supervisada para resolver problemas de aproximación de funciones.
|||Se implementan los métodos de Hopfield, Oja y Sanger para el estudio de transformaciones de datos.|||Se implementa un Autoencoder variacional extendiendo lo realizado en el TP3 para con eso armar un Sistema generativo."
72.28,Topología de Internet: Análisis y Modelado,,,,,,
72.29,Tipos para Lenguajes de Programación,,,,,,
72.41,Base de Datos II,https://drive.google.com/file/d/1k9o0VggYhnJ-tCrKtAaW0Fn-AxO_bub_/view?usp=drivesdk,"Diseño, administración y gestión de bases de datos. Análisis de las características de distintos tipos de índices. Diseño físico y puesta a punto (tuning). Evaluación y optimización de consultas. Procesamiento de transacciones y control de la concurrencia. Recupero frente a errores. Sistemas de Información Geográficos (GIS). Índices y consultas espaciales. Taller de Aplicación","- Aprender a tomar buenas decisiones a la hora de elegir una base de datos para resolver un problema concreto.
- Profundizar en los conocimientos adquiridos en Base de Datos I sobre bases de datos SQL.
- Conocer las nuevas tendencias en base de datos, en especial las bases NoSQL y su utilización en el procesamiento de grandes volúmenes de datos (Big Data).","Postgresql avanzado|||HBase

|||MongoDB

|||Cassandra
|||Neo4J

|||DynamoDB
|||Redis","Relaciones, CRUD y juntas. Consultas avanzadas, Código y Reglas. Full text y cubos multidimensionales.|||CRUD, Administración de Tablas. Trabajando con Big Data, MapReduce.|||CRUD, Nesting, Indices, MapReduce, Conjuntos replicados, Distribución, Datos Geoespaciales y GridFS.|||CRUD, IDEs y cURL como mecanismo de consulta. Creando y consultando grandes volúmenes de datos. Replicando datos.
|||Grafos, Cypher y CRUD. Índices, Algoritmos y consultas REST.|||CRUD. Interactuando con otros servicios de Amazon.
|||CRUD, Tipo de datos. Uso avanzado. Interactuando con otras bases de datos (persistencia políglota)",Prácticas con la base de datos|||Prácticas con la base de datos|||Prácticas con la base de datos|||Prácticas con la base de datos|||Prácticas con la base de datos|||Prácticas con la base de datos|||Prácticas con la base de datos|||A partir de la mitad de la cursada los alumnos preparán un TP final especial donde integrarán varias bases de datos diferentes.
72.42,Programación de Objetos Distribuidos,https://drive.google.com/file/d/1d2yW4XtAw6cwJk-VAFwviY0exAJx4Ofx/view?usp=drivesdk,Sistemas distribuidos: objetivos y tipos. Arquitecturas. Middleware. Threads. Virtualización. Clientes y Servidores. Migración de código. Invocación remota. Mensajes. Calidad de servicio. Diseminación de datos. Búsqueda. Sincronización. Consistencia. Replicación. Tolerancia a fallas. Recuperación. Seguridad.,"• Conocer nuevas funcionalidades y revisar funcionalidades conocidas de Java que puedan ser útiles en la materia como programación funcional, streaming y lambdas.
	• Codificar sistemas concurrentes utilizando Java y las diferentes opciones para correr Threads en paralelo.
	• Predecir e identificar problemas de concurrencia  y fundamentar la elección de protección contra los mismos, por ejemplo sincronización, clases concurrentes o clases inmutables.
	• Reconocer los componentes de un sistema RPC cliente servidor. 
	• Implementar sistemas en RPC con serialización de parámetros y callbacks asincrónicos.
	• Explicar las diferentes características de storage distribuidos como particionamiento, consistencia, redundancia, etc.
	• Conocer las diferentes características de las bases de datos distribuidas de tipo ""NoSQL"".
	• Detallar diferentes estrategias y herramientas para el procesamiento distribuido.
	• Implementar aplicaciones de procesamiento de información distribuidas en Map Reduce.
	• Utilizar la herramienta de storage y procesamiento distribuido.
	• Analizar el comportamiento de aplicaciones distribuidas al modificar la composición del cluster",Java +|||Concurrencia|||RPC|||APIS Alternativas|||Sistemas Distribuidos|||Storage Distribuido|||Procesamiento Distribuido,"Java estilo Funcional, Lambdas, Tests.
Estructuras y features en las últimas versiones de Java|||Procesadores multiproceso y Programas multithread.
Programación de Threads en Java, Executors y pools
Problemas de la programación concurrente: Interferencia, Coordinación y Disponibilidad.
Sincronización nativa
Clases concurrentes de alto nivel
Alternativas a la sincronización
Completable Futures



|||Conceptos de Cliente Servidor
RPC como modo de comunicación.
Middlewares.
Definición de servicios.
Implementación de cliente.
Semánticas 
Garbage Collection Distribuido
Implementación de servidor.
Serialización de Parámetros.
Servicios asincrónicos.
|||Revisión de otras estrategía de definición de APIs alternativas a RPC|||Conceptos de Sistemas distribuidos.
Distribución de responsabilidades, procesamiento y guardado.
Particionado, Distribución y Replicación de datos.
Modelos de Consistencia.
Coordinación, Elasticidad y Tolerancia a fallos.
|||File System Distribuidos yArquitectura de HDFS
Uso de Hazelcast como herramienta para guardado distribuido.
Conceptos de NoSQL, análisis de tipo de storage, teorema C.A.P. y diversas arquitecturas de estas herramientas.|||Map Reduce como ejemplo de procesamiento distribuidos.
Análisis de la arquitectura y comportamiento de las herramientas de procesamiento distribuidos","Clases semanales expositivas donde se abordan los conceptos teóricos, se muestra código de ejemplo y/o configuraciones de las herramientas.
En los temas donde donde se programa y/o utilizan herramientas, se intercalan pequeños ejercicios prácticos para que los alumnos fijen el tema, puedan probar funcionalidad o se encuentre con situaciones que funcionan como disparador de lo que se discutirá a continuación|||Para algunos temas se habilitan prácticas con ejercicios para desarrollar programas y que los alumnos puedan ampliar su ejercitación, probar funcionamientos y generar dudas.|||Más allá del horario de clases los alumnos cuentan con la posibilidad de realizar consultas vía campus ya sea para las prácticas como para los trabajos especiales|||La materia cuenta con dos trabajos especiales integradores como evaluación.
Estos trabajos son grupales y  en los mismos los alumnos se encuentran con un problema más ""real"" y ""complejo"" que en las prácticas  y desarrollan una solución aplicando  los conceptos vistos en clase.
La mayor parte de estos trabajos se realiza fuera del horario de clase.|||Para cada TPE se dispone de una clase donde los alumnos pueden realizar consultas y más que nada realizar pruebas de integración en los equipos|||Para cada trabajo práctico se realiza un coloquio donde ser corren pruebas, se revisa la solución propuesta haciendo preguntas a los integrantes del equipo y se plantean alternativas de diseño"
72.43,Gestión de Proyectos Informáticos,https://drive.google.com/file/d/112txdI8ZJv6lw31YjrmwRGZNmmkGs46V/view?usp=drivesdk,"Visión estratégica de la organización. Modelo de negocio. Modelos de calidad en el proceso de desarrollo del software. Modelos de calidad en el producto software. Administración de proyectos de software: estimación, planificación y seguimiento. Gerenciamiento de riesgos. Gestión de la configuración del software. Auditorías y peritajes","- Conocer diferentes estrategias de Gestión de Proyectos
- Analizar los diferentes modelos de negocios digitales
- Identificar y evaluar los Riesgos de Proyectos Informáticos
- Aplicar modelos, metodologías, técnicas y herramientas para la Administración de Proyectos
- Definir y aplicar políticas de Gestión de Configuración y Gestión de Calidad",UNIDAD 1. Gestión en la industria del software |||UNIDAD 2. Modelos de Proceso|||UNIDAD 3. Administración de proyectos |||UNIDAD 4. Gestión de la Calidad,"Desarrollo tecnológico en la industria. Características del proceso software y de la producción industrial. Visión estratégica de la Organización. Plan de Negocios en la industria del software. Modelos de negocios digitales. El proceso de diagnóstico de la empresa. Factores clave para la planificación, conducción y gestión del negocio. Gestión del conocimiento. Gestión del Riesgo en Proyectos Informáticos. Análisis de Riesgos, evaluación y proyección. Planes de Contingencia. |||Proceso de construcción de software. Proceso frente a producto. Modelos de Proceso para la Gestión. Metodologías ágiles. Estándares y Normas internacionales aplicables a la Gestión. Procesos básicos. Actividades, Roles y Productos. Madurez del proceso. Taxonomía de productos. Modelos de ciclos de vida del producto. Técnicas de selección de modelos. |||Conceptualización de Proyectos y de Administración de Proyectos. Marco de la gestión de Proyectos. Manejo de Recursos de un proyecto Informático. Confección del Plan de Proyecto. Sistemas de Control de Proyectos. Proceso de Gestión. Modelos, técnicas y métodos de estimación. Estimación de tamaño de producto. Estimación de esfuerzo. Costos. Planificación de Proyectos. Herramientas de estimación y de planificación. Seguimiento y Control de Proyectos. |||Conceptos de Calidad de Producto y de Proceso. Modelos de Calidad. Gestión de la Calidad. Normas y estándares Internacionales. Evaluación de producto software. Factores, Atributos y métricas de calidad de producto. Conceptos de Configuración del Software. Gestión de la Configuración. Auditorías. Normas y estándares de Configuración.","Definición de requerimientos tecnológicos y requisitos funcionales de un producto informático a desarrollar. 
En esta primer actividad, se conforman los equipos que trabajarn durante toda la materia en la resolución práctica de las diferentes actividades.
- Modalidad: práctica presencial
- Duración 1 hora 
- Trabajo en equipos
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||Cada equipo debe definir un contexto de organización para llevar adelante el proyecto informático a partir del Producto Software elegido, asumiendo las características y supuestos que consideren necesarios. 
Definiendo las características de la organización, definir el Modelo de negocio que llevará adelante el proyecto, y construir una Matriz FODA en base al análisis de la situación organizacional. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir de los Requisitos del software a desarrollar:
Seleccionar un modelo de ciclo de vida para el proyecto, aplicando el método de selección de Davis y Alexander y representar gráficamente el modelo a utilizar para el Proyecto. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir de los Requisitos del Proyecto:
Identificar 10 posibles Riesgos de Proyecto, Técnicos o del Negocio.
Proyectar los riesgos
Elaborar una matriz de Riesgos
Definir un Plan de Gestión del Riesgo
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir de la especificación de Requisitos software debe realizarse la estimación del tamaño del producto aplicando las técnicas trabajadas en clase. La estimación debe calcularse sobre la totalidad de los requisitos del producto y puede separarse por módulos, por funcionalidades o realizar la estimación del producto en general. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir de la especificación de Requisitos software y del cálculo de estimación del tamaño de producto realizada con puntos de función, se deberá estimar el esfuerzo requerido para el proyecto en cantidad de personas por mes (meses/hombres). El objetivo del trabajo es obtener el cálculo estimado de esfuerzo utilizando el modelo de estimación trabajado en clase. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||En base al MCVS y al Modelo de Procesos elaborar una tabla de doble entrada, en la cual, las filas representan las actividades del proceso software y las columnas representan los ciclos del producto software seleccionado. En el mapa de actividades deben definirse los productos que se construirán como resultado de cada actividad en cada una de las etapas del ciclo de vida. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 2 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.
|||A partir de la estimación del tamaño y del esfuerzo requeridos para el proyecto calculados se deberá realizar un plan de trabajo que refleje:
-	El conjunto de actividades que se realizará
-	La estimación del esfuerzo por fase y por cada actividad del proyecto 
-	La cantidad de RRHH por cada actividad, separados por perfil/rol
-	Los hitos de entregables del producto
-	La estimación del costo total del proyecto
-	Fecha de inicio y fin del proyecto
Para el desarrollo de esta actividad es necesario la utilización de una herramienta de planificación que permita distribuir el esfuerzo y visualizar gráficamente la distribución de tareas, roles y etapas del proyecto. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 4 horas fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir del producto que han elegido desarrollar, deberá aplicar la técnica de Planning Poker con una herramienta: 
Seleccionar una story cards de los requisitos de su producto software.
Determinar el alcance de un sprint.
Aplicar la técnica y registrar los resultados. 
Realizar una reunión de revisión: Analizar alcances y limitaciones encontrados por cada equipo sobre la técnica.
- Modalidad: práctica presencial
- Duración 1 hora de clase 
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo.|||A partir de la Especificación de Requisitos, seleccionar los Factores, Criterios y Métricas más adecuados para aplicar en el desarrollo del software especificado. 
- Modalidad: práctica presencial
- Duración 1 hora de clase + 1 hora fuera de clase
- Trabajo en equipo
- El seguimiento se realiza en el aula y a través del campus donde los estudiantes deben subir un documento con el resultado de la actividad. 
- La calificación es grupal.
- El docente acompaña en la clase a todos los grupos en la conformación equilibrada de los mismos y en las dudas que surjan de la resolución del trabajo, estimulando el debate y la participación de todos los integrantes de cada equipo."
72.44,Criptografía y Seguridad,https://drive.google.com/file/d/1L2PccXOInK_94y2DIhOdAeISn9a4uZl6/view?usp=drivesdk,"Criptografía Clásica y Moderna. Métodos simétrico y asimétrico. Algoritmos: encriptación y hashing. Protocolos: vpns, pgp, https. Aplicaciones: dinero electrónico, voto electrónico. Seguridad en bases de datos, sistemas operativos y redes. Auditoría y peritaje en seguridad","• Comprender las herramientas criptográficas básicas y entender su ámbito de aplicación en problemas de Confidencialidad e Integridad
    • Utilizar eficazmente algoritmos y protocolos criptográficos existentes para garantizar requerimientos de seguridad
    • Comprender, y poder especificar los requerimientos de seguridad de un sistema.
    • Participar en un proceso de análisis de vulnerabilidades o test de penetración. Comprender los resultados de un informe de dicho tipo.
    • Detectar y corregir problemas típicos de aplicaciones con respecto a seguridad",Criptografia|||Seguridad,"Introducción a la criptografía.
Criptosistemas clásicos. One time Pad. Modelos teóricos.
Criptosistemas simétricos de flujo y de bloque. Medios de encadenamiento.
Integridad: Macs y funciones de hash.
Criptografía asimétrica: cifrado y firma digital.
Manejo de claves. Generación. Distribución. Almacenamiento. Intercambio de claves.
Protocolos criptográficos.
|||Introducción a la seguridad informática. Aspectos fundamentales. Objetivos.
Políticas de seguridad: generalidades, confidencialidad, integridad, modelos híbridos, composición de políticas.
Seguridad en aplicaciones. Principios de diseño seguro. Identidad. Representación de identidad. Certificados. Anonimato. Autenticación. Mecanismos challenge-response. Biometría. Multiples factores. Control de acceso. ACLs. Capacidades. L&K.
Flujo de información. Confinamiento. Canales ocultos. Problemas frecuentes.
Verificación. Auditorías. Penetration testing. Analisis de vulnerabilidades. Programas malignos.","En las clases teóricas se desarrollaran los modelos teóricos de los diferentes temas a ser tratados, así como también su aplicación|||En las clases prácticas se realizará ejercitación sobre dichos temas, y se complementaran casos prácticos de los mismos con mayor participación del alumno en la resolución. De acuerdo al tema, la ejercitación será realizada en papel o sobre computadora|||Durante el tramo final del curso se desarrollara un proyecto orientado a la implementación de alguna función de seguridad no estudiada en la materia, construida a partir de los conceptos aprendidos"
72.45,Proyecto Final (Anual),https://drive.google.com/file/d/1O-l-JdtwJmjnJPLhBW1_RffzFWRSivsp/view?usp=drivesdk,Objetivos del proyecto final como proyecto profesional integrador de los contenidos y competencias adquiridos durante la carrera. Definición de metodología a utilizar. Fases y documentación. Oportunidades e impacto del proyecto,"-Utilizar los conceptos adquiridos a lo largo de la carrera para realizar un proyecto que integre todas las competencias y conocimientos adquiridos a lo largo del cursado de las materias del plan. El proyecto podrá consistir en el desarrollo de un sistema informático (incluyendo todas las etapas acordes a la metodología aplicada) o en un plan de investigación en el área del software (cuyo resultado final sea la presentación de una publicación científica acompañada de una implementación).
-Aplicar estándares de calidad para todas las etapas del proyecto, incluyendo la formulación de la documentación correspondiente a cada una de ellas,
-Resolver en tiempo y forma dificultades de situaciones reales, típicas de un equipo de desarrollo de software.",Fase inicial|||Desarrollo del proyecto|||Presentación,"Proceso de selección del tema y el tutor. Determinación de oportunidades e impacto del proyecto. Definición de objetivos, alcance e investigación sobre el estado del arte. Definición de metodología a utilizar Generación de documentos de diseño.|||Puesta en marcha del proyecto concretando los objetivos planteados. Desarrollo de conclusiones y trabajo futuro.|||Entrega de la documentación y defensa ante un jurado del trabajo realizado.","Explicación de la documentación intermedia para avanzar en el proyecto y entregables finales.|||Los alumnos presentan sus proyectos al inicio de la materia. Luego exponen su MPV. Antes de finalizar la cursada, exponen el estado del proyecto previo a la escritura del informe y el armado de la documentación|||Por tratarse de una materia tipo taller de desarrollo, la investigación y profundización de los temas por parte de los alumnos son primordiales. 
            Todos los equipos de trabajo contarán con un docente a cargo, quien actuará como “tutor” (coach), para guiar al grupo basándose en su experiencia, y como “cliente”, para evaluar la calidad de lo presentado y solicitar ajustes o cambios sobre la marcha del proyecto. El mismo también evaluará cada etapa del proyecto con una calificación parcial y, en base a las mismas, definirá la nota final.
La frecuencia y modalidad de las reuniones con su tutor se establece de común acuerdo y puede ser tanto presencial como virtual."
72.46,Robótica Basada en Comportamiento,,,,,,
72.49,Sistemas Tolerantes a Fallas,,,,,,
72.50,Introducción al Desarrollo de Videojuegos,,,,,,
72.51,Tecnologías para Web 2.,,,,,,
72.52,Análisis y Tratamiento de Imágenes,,,,,,
72.53,Visión Computacional 3D,,,,,,
72.54,OLAP y Explotación de Datos,,,,,,
72.55,Ontologías en la Web,,,,,,
72.56,Automatización e Integración de Sistemas de Información,,,,,,
72.57,Sistemas Embebidos,,,,,,
72.58,Computación Gráfica,,,,,,
72.59,Sistemas de Inteligencia Artificial II,,,,,,
72.60,Programación Funcional,https://drive.google.com/file/d/1YGXYzRXziQ_pywgHcuwj-gOUdI3NPV76/view?usp=drivesdk,"Características del Paradigma Funcional. Transparencia referencial. Mecanismo para construir tipos de datos recursivos y polimórficos. Estructuras de datos infinitas para  funciones de orden superior. Cálculo lambda. Reducciones alpha, beta, tea, delta. Punto Fijo. Formas de evaluación. Introducción a la semántica computacional. Tipos de semántica: denotacional, axiomática, operacional. Método formal para especificación y verificación de programas. Taller de aplicación con un lenguaje funcional tipo Lisp, Hope, Haskel.","• Mejorar la comprensión de la computación y en particular de la programación a través de conocer características de un paradigma diferente a los tradicionales.
• Confeccionar programas sencillos utilizando nociones fundamentales del paradigma funcional. 
• Demostrar propiedades sencillas de programas funcionales utilizando inducción estructural.",Presentación del Paradigma Funcional. |||Sistemas de tipos|||Currificación|||Reducción|||Tipos algebraicos|||Propiedades y demostraciones|||Inducción y recursión estructural|||Tipos de datos recursivos.|||Ejemplos de aplicación|||Esquemas de funciones|||Mónadas|||Lambda cálculo,"Modelo de cómputo funcional. Visiones denotacional y operacional. Funciones de orden superior. Modelo de computación puro (sin efectos laterales). Relevancia de estas características.|||Definición de la noción de sistemas de tipos, su propósito y sus características. Sistemas de tipos Hindley-Milner simple y polimórfico.|||Aplicación del orden superior para mejorar la expresividad de las funciones. Formas de definición y notación de funciones currificadas. Ventajas y desventajas de su utilización.|||Mecanismo de cómputo funcional: definición precisa y estudio de sus características. Existencia de no terminación y errores de ejecución, y su comprensión dentro de las visiones denotacional y operacional. Bottom. Funciones parciales y totales. Funciones estrictas y no estrictas y su vinculación a las formas de reducción.|||Extensión del sistema de tipos Hindley-Milner con la definición de tipos algebraicos. Constructores y pattern matching. Características de los tipos algebraicos, y clasificación de diferentes tipos algebraicos.|||Formas de demostrar propiedades sobre funciones y expresiones. Principio de Extensionalidad. Importancia de la posibilidad de demostrar propiedades de forma ecuacional.|||Principio de Inducción estructural como mecanismo para definir tipos algebraicos con infinitos elementos, funciones recursivas sobre dichos tipos y demostrar propiedades sobre los mismos. Importancia de la noción de **estructura**. |||Tratamiento de tipos recursivos clásicos: listas y árboles. Definición de funciones por recursión estructural sobre listas y árboles.|||Análisis de la computación como manipulación simbólica de expresiones con significado. Definición de un intérprete de un lenguaje simple de programación imperativa a través de dichas ideas.|||Aplicación de las funciones de orden superior para la expresión de esquemas de funciones que permiten expresar infinitas soluciones diferentes como casos particulares del mismo esquema. Importancia teórica de los esquemas y aplicaciones prácticas.|||Formas de expresar efectos en un modelo de programación puro sin perder la pureza. Definición de mónadas. Uso de mónadas para expresar entrada/salida en programas funcionales.|||Definición de un lenguaje minimalista para expresar cómputo. Muestra del poder de dicho lenguaje, expresando construcciones tradicionales en el mismo.","Videos de dictados virtuales anteriores para presentar los contenidos teóricos de la materia.|||Se trabaja con mecanismo de aula invertida, sobre lo aprendido con los videos de contenido teórico, reforzando los conceptos y resolviendo dudas.|||Se proponen ejercicios prácticos en forma semanal para poner en práctica los conceptos trabajados cada semana.|||Cuestionarios automatizados de teoría y práctica para la autoverificación en la adquisición de los conceptos clave, y para permitir un seguimiento de avances.|||Comunicación permanente en forma asincrónica para la resolución de dudas."
72.61,Taller de Diseño de Videojuegos,,,,,,
72.64,Cloud Computing,,,,,,
72.65,Desarrollo de Videojuegos 2D en iPhone OS,,,,,,
72.66,Sistemas Embebidos,,,,,,
72.67,Robótica Cinemática Computacional,,,,,,
72.68,Arte y Ciencia Interactivos,,,,,,
72.69,Seguridad de Software basada en Flujo de Información,,,,,,
72.70,Modelos e Imágenes Fractales,,,,,,
72.71,Integración de Sistemas de Información,,,,,,
72.72,Análisis y Verificación de Modelos y Códigos,,,,,,
72.73,Aprendizaje por Refuerzo en Robótica,,,,,,
